window,alpha,folds,mse
2,0.06475077635350907,64,4.111033808931331
2,0.06475077635350907,64,4.111033808931331
2,0.06475077635350907,64,4.111033808931331
2,0.06475077635350907,64,4.111033808931331
2,1.8753933404042986,64,4.111034000071341
2,1.8753933404042986,64,4.111034000071341
2,1.8753933404042986,64,4.111034000071341
2,0.06069215106410441,64,4.11103672643849
2,0.06069215106410441,64,4.11103672643849
2,0.06069215106410441,64,4.11103672643849
2,0.06069215106410441,64,4.11103672643849
2,0.06069215106410441,64,4.11103672643849
2,0.056887923330489094,64,4.1110395257495735
2,0.056887923330489094,64,4.1110395257495735
2,0.056887923330489094,64,4.1110395257495735
2,0.056887923330489094,64,4.1110395257495735
2,0.05332214733067242,64,4.111042207935048
2,0.05332214733067242,64,4.111042207935048
2,0.05332214733067242,64,4.111042207935048
2,0.05332214733067242,64,4.111042207935048
2,0.05332214733067242,64,4.111042207935048
2,0.05332214733067242,64,4.111042207935048
2,0.05332214733067242,64,4.111042207935048
2,0.05332214733067242,64,4.111042207935048
2,0.04997987673826894,64,4.111044774543427
2,2.0008052545562065,64,4.111046709013418
2,2.0008052545562065,64,4.111046709013418
2,2.0008052545562065,64,4.111046709013418
2,2.0008052545562065,64,4.111046709013418
2,2.0008052545562065,64,4.111046709013418
2,2.0008052545562065,64,4.111046709013418
2,0.046847102073393855,64,4.111047227536298
2,0.043910691980449945,64,4.111049569227815
2,0.043910691980449945,64,4.111049569227815
2,0.043910691980449945,64,4.111049569227815
2,0.043910691980449945,64,4.111049569227815
2,0.043910691980449945,64,4.111049569227815
2,0.043910691980449945,64,4.111049569227815
2,0.043910691980449945,64,4.111049569227815
2,0.043910691980449945,64,4.111049569227815
2,0.041158338186664825,64,4.111051802228619
2,0.041158338186664825,64,4.111051802228619
2,0.041158338186664825,64,4.111051802228619
2,0.03857850391066673,64,4.111053929394272
2,0.03857850391066673,64,4.111053929394272
2,0.03857850391066673,64,4.111053929394272
2,0.03857850391066673,64,4.111053929394272
2,0.036160375504848116,64,4.111055953778184
2,0.036160375504848116,64,4.111055953778184
2,0.036160375504848116,64,4.111055953778184
2,0.036160375504848116,64,4.111055953778184
2,0.036160375504848116,64,4.111055953778184
2,0.03389381712882037,64,4.111057878588833
2,0.03389381712882037,64,4.111057878588833
2,0.03389381712882037,64,4.111057878588833
2,0.031769328263969374,64,4.1110597071512895
2,0.031769328263969374,64,4.1110597071512895
2,0.031769328263969374,64,4.1110597071512895
2,0.031769328263969374,64,4.1110597071512895
2,0.031769328263969374,64,4.1110597071512895
2,0.031769328263969374,64,4.1110597071512895
2,0.031769328263969374,64,4.1110597071512895
2,0.031769328263969374,64,4.1110597071512895
2,2.134603755069697,64,4.111060022498881
2,2.134603755069697,64,4.111060022498881
2,0.029778003891029147,64,4.111061442872677
2,0.029778003891029147,64,4.111061442872677
2,0.029778003891029147,64,4.111061442872677
2,0.029778003891029147,64,4.111061442872677
2,0.027911497163753848,64,4.111063089211543
2,0.027911497163753848,64,4.111063089211543
2,0.026161984422231045,64,4.111064649650774
2,0.026161984422231045,64,4.111064649650774
2,0.026161984422231045,64,4.111064649650774
2,0.026161984422231045,64,4.111064649650774
2,0.026161984422231045,64,4.111064649650774
2,0.026161984422231045,64,4.111064649650774
2,0.024522132399185402,64,4.111066127673888
